model,task,run_id,episode_id,condition_id,persona,property,baseline_topk_mean,persona_topk_mean,topk_mean_delta,baseline_positional_mean,persona_positional_mean,positional_mean_delta,rank_shift_property_corr
llama3.1:8b,generated_dataset,1777266946,E0004,social_worker,Social worker,wait_hours_norm,0.2143,0.2143,0.0,0.324682,0.322087,-0.002595,-0.019525
llama3.1:8b,generated_dataset,1777266946,E0004,social_worker,Social worker,cost_usd_norm,0.5667,0.5667,0.0,0.518807,0.443656,-0.075151,-0.593908
llama3.1:8b,generated_dataset,1777266946,E0004,social_worker,Social worker,treatment_hours_norm,0.571425,0.571425,0.0,0.511689,0.441564,-0.070125,-0.551513
llama3.1:8b,generated_dataset,1777266946,E0004,social_worker,Social worker,caregiver_support_norm,0.75,0.75,0.0,0.509091,0.636364,0.127273,0.652753
llama3.1:8b,generated_dataset,1777266946,E0004,social_worker,Social worker,caregiver_absent_norm,0.25,0.25,0.0,0.490909,0.363636,-0.127273,-0.652753
llama3.1:8b,generated_dataset,1777266946,E0004,social_worker,Social worker,clinical_priority_score,0.643525,0.643525,0.0,0.631811,0.634405,0.002595,0.065744
llama3.1:8b,generated_dataset,1777266946,E0004,social_worker,Social worker,social_vulnerability_score,0.2939,0.2939,0.0,0.444389,0.374069,-0.07032,-0.607338
llama3.1:8b,generated_dataset,1777266946,E0004,social_worker,Social worker,financial_pressure_score,0.5686,0.5686,0.0,0.515956,0.442816,-0.07314,-0.580426
llama3.1:8b,generated_dataset,1777266946,E0004,social_worker,Social worker,psychiatric_need_score,0.28125,0.28125,0.0,0.397727,0.397727,0.0,-0.0
llama3.1:8b,generated_dataset,1777266946,E0004,social_worker,Social worker,resource_intensity_score,0.56905,0.56905,0.0,0.515235,0.442596,-0.072638,-0.57629
llama3.1:8b,generated_dataset,1777266946,E0005,psychiatry,concerned psychiatrist,trauma_norm,0.5625,0.625,0.0625,0.502273,0.579545,0.077273,0.597319
llama3.1:8b,generated_dataset,1777266946,E0005,psychiatry,concerned psychiatrist,psych_norm,0.4375,0.46875,0.03125,0.495455,0.429545,-0.065909,-0.47822
llama3.1:8b,generated_dataset,1777266946,E0005,psychiatry,concerned psychiatrist,age_norm,0.352275,0.397725,0.04545,0.344631,0.414053,0.069422,0.561061
llama3.1:8b,generated_dataset,1777266946,E0005,psychiatry,concerned psychiatrist,wait_hours_norm,0.285725,0.142875,-0.14285,0.332475,0.254555,-0.07792,-0.541217
llama3.1:8b,generated_dataset,1777266946,E0005,psychiatry,concerned psychiatrist,cost_usd_norm,0.750025,0.53335,-0.216675,0.539407,0.459409,-0.079998,-0.583508
llama3.1:8b,generated_dataset,1777266946,E0005,psychiatry,concerned psychiatrist,treatment_hours_norm,0.714275,0.535725,-0.17855,0.516885,0.451955,-0.064931,-0.471318
llama3.1:8b,generated_dataset,1777266946,E0005,psychiatry,concerned psychiatrist,caregiver_support_norm,0.5,0.75,0.25,0.436364,0.527273,0.090909,0.430331
llama3.1:8b,generated_dataset,1777266946,E0005,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.5,0.25,-0.25,0.563636,0.472727,-0.090909,-0.430331
llama3.1:8b,generated_dataset,1777266946,E0005,psychiatry,concerned psychiatrist,clinical_priority_score,0.654925,0.686825,0.0319,0.646182,0.6533,0.007118,0.166474
llama3.1:8b,generated_dataset,1777266946,E0005,psychiatry,concerned psychiatrist,social_vulnerability_score,0.424275,0.245375,-0.1789,0.472998,0.409382,-0.063616,-0.50711
llama3.1:8b,generated_dataset,1777266946,E0005,psychiatry,concerned psychiatrist,financial_pressure_score,0.735725,0.5343,-0.201425,0.530393,0.456427,-0.073965,-0.541755
llama3.1:8b,generated_dataset,1777266946,E0005,psychiatry,concerned psychiatrist,psychiatric_need_score,0.4375,0.46875,0.03125,0.495455,0.429545,-0.065909,-0.47822
llama3.1:8b,generated_dataset,1777266946,E0005,psychiatry,concerned psychiatrist,resource_intensity_score,0.732125,0.534525,-0.1976,0.528127,0.455667,-0.07246,-0.530587
llama3.1:8b,generated_dataset,1777266946,E0005,revenue,Revenue officer,trauma_norm,0.5625,0.59375,0.03125,0.502273,0.572727,0.070455,0.388717
llama3.1:8b,generated_dataset,1777266946,E0005,revenue,Revenue officer,psych_norm,0.4375,0.5,0.0625,0.495455,0.440909,-0.054545,-0.282478
llama3.1:8b,generated_dataset,1777266946,E0005,revenue,Revenue officer,age_norm,0.352275,0.585225,0.23295,0.344631,0.453307,0.108676,0.626892
llama3.1:8b,generated_dataset,1777266946,E0005,revenue,Revenue officer,wait_hours_norm,0.285725,0.1786,-0.107125,0.332475,0.259753,-0.072722,-0.360522
llama3.1:8b,generated_dataset,1777266946,E0005,revenue,Revenue officer,cost_usd_norm,0.750025,0.48335,-0.266675,0.539407,0.430316,-0.109091,-0.567936
llama3.1:8b,generated_dataset,1777266946,E0005,revenue,Revenue officer,treatment_hours_norm,0.714275,0.5,-0.214275,0.516885,0.431175,-0.085711,-0.444061
llama3.1:8b,generated_dataset,1777266946,E0005,revenue,Revenue officer,caregiver_support_norm,0.5,0.75,0.25,0.436364,0.545455,0.109091,0.368577
llama3.1:8b,generated_dataset,1777266946,E0005,revenue,Revenue officer,caregiver_absent_norm,0.5,0.25,-0.25,0.563636,0.454545,-0.109091,-0.368577
llama3.1:8b,generated_dataset,1777266946,E0005,revenue,Revenue officer,clinical_priority_score,0.654925,0.6683,0.013375,0.646182,0.655489,0.009307,0.155361
llama3.1:8b,generated_dataset,1777266946,E0005,revenue,Revenue officer,social_vulnerability_score,0.424275,0.282425,-0.14185,0.472998,0.405658,-0.06734,-0.383134
llama3.1:8b,generated_dataset,1777266946,E0005,revenue,Revenue officer,financial_pressure_score,0.735725,0.49,-0.245725,0.530393,0.430655,-0.099738,-0.52141
llama3.1:8b,generated_dataset,1777266946,E0005,revenue,Revenue officer,psychiatric_need_score,0.4375,0.5,0.0625,0.495455,0.440909,-0.054545,-0.282478
llama3.1:8b,generated_dataset,1777266946,E0005,revenue,Revenue officer,resource_intensity_score,0.732125,0.491675,-0.24045,0.528127,0.430736,-0.097391,-0.509003
llama3.1:8b,generated_dataset,1777266946,E0005,social_worker,Social worker,trauma_norm,0.5625,0.71875,0.15625,0.502273,0.572727,0.070455,0.516667
llama3.1:8b,generated_dataset,1777266946,E0005,social_worker,Social worker,psych_norm,0.4375,0.28125,-0.15625,0.495455,0.429545,-0.065909,-0.453679
llama3.1:8b,generated_dataset,1777266946,E0005,social_worker,Social worker,age_norm,0.352275,0.602275,0.25,0.344631,0.445456,0.100825,0.773046
llama3.1:8b,generated_dataset,1777266946,E0005,social_worker,Social worker,wait_hours_norm,0.285725,0.2143,-0.071425,0.332475,0.280531,-0.051944,-0.342276
llama3.1:8b,generated_dataset,1777266946,E0005,social_worker,Social worker,cost_usd_norm,0.750025,0.5667,-0.183325,0.539407,0.500624,-0.038784,-0.268372
llama3.1:8b,generated_dataset,1777266946,E0005,social_worker,Social worker,treatment_hours_norm,0.714275,0.571425,-0.14285,0.516885,0.490911,-0.025975,-0.178868
llama3.1:8b,generated_dataset,1777266946,E0005,social_worker,Social worker,caregiver_support_norm,0.5,0.75,0.25,0.436364,0.563636,0.127273,0.571548
llama3.1:8b,generated_dataset,1777266946,E0005,social_worker,Social worker,caregiver_absent_norm,0.5,0.25,-0.25,0.563636,0.436364,-0.127273,-0.571548
llama3.1:8b,generated_dataset,1777266946,E0005,social_worker,Social worker,clinical_priority_score,0.654925,0.643525,-0.0114,0.646182,0.646871,0.000689,0.015289
llama3.1:8b,generated_dataset,1777266946,E0005,social_worker,Social worker,social_vulnerability_score,0.424275,0.2939,-0.130375,0.472998,0.398765,-0.074233,-0.561371
llama3.1:8b,generated_dataset,1777266946,E0005,social_worker,Social worker,financial_pressure_score,0.735725,0.5686,-0.167125,0.530393,0.496736,-0.033656,-0.233864
llama3.1:8b,generated_dataset,1777266946,E0005,social_worker,Social worker,psychiatric_need_score,0.4375,0.28125,-0.15625,0.495455,0.429545,-0.065909,-0.453679
llama3.1:8b,generated_dataset,1777266946,E0005,social_worker,Social worker,resource_intensity_score,0.732125,0.56905,-0.163075,0.528127,0.495753,-0.032375,-0.224897
llama3.2:3b,generated_dataset,1777268194,E0001,psychiatry,concerned psychiatrist,trauma_norm,0.5625,0.71875,0.15625,0.509091,0.543182,0.034091,0.342327
llama3.2:3b,generated_dataset,1777268194,E0001,psychiatry,concerned psychiatrist,psych_norm,0.4375,0.28125,-0.15625,0.461364,0.425,-0.036364,-0.342745
llama3.2:3b,generated_dataset,1777268194,E0001,psychiatry,concerned psychiatrist,age_norm,0.352275,0.602275,0.25,0.396695,0.477687,0.080993,0.850319
llama3.2:3b,generated_dataset,1777268194,E0001,psychiatry,concerned psychiatrist,wait_hours_norm,0.285725,0.2143,-0.071425,0.4052,0.397411,-0.007789,-0.07028
llama3.2:3b,generated_dataset,1777268194,E0001,psychiatry,concerned psychiatrist,cost_usd_norm,0.750025,0.5667,-0.183325,0.547896,0.50184,-0.046056,-0.436393
llama3.2:3b,generated_dataset,1777268194,E0001,psychiatry,concerned psychiatrist,treatment_hours_norm,0.714275,0.571425,-0.14285,0.524676,0.477922,-0.046755,-0.440867
llama3.2:3b,generated_dataset,1777268194,E0001,psychiatry,concerned psychiatrist,caregiver_support_norm,0.5,0.75,0.25,0.527273,0.636364,0.109091,0.67082
llama3.2:3b,generated_dataset,1777268194,E0001,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.5,0.25,-0.25,0.472727,0.363636,-0.109091,-0.67082
llama3.2:3b,generated_dataset,1777268194,E0001,psychiatry,concerned psychiatrist,clinical_priority_score,0.654925,0.643525,-0.0114,0.621747,0.612491,-0.009256,-0.281215
llama3.2:3b,generated_dataset,1777268194,E0001,psychiatry,concerned psychiatrist,social_vulnerability_score,0.424275,0.2939,-0.130375,0.444436,0.38918,-0.055256,-0.572187
llama3.2:3b,generated_dataset,1777268194,E0001,psychiatry,concerned psychiatrist,financial_pressure_score,0.735725,0.5686,-0.167125,0.538602,0.492271,-0.046331,-0.440826
llama3.2:3b,generated_dataset,1777268194,E0001,psychiatry,concerned psychiatrist,psychiatric_need_score,0.4375,0.28125,-0.15625,0.461364,0.425,-0.036364,-0.342745
llama3.2:3b,generated_dataset,1777268194,E0001,psychiatry,concerned psychiatrist,resource_intensity_score,0.732125,0.56905,-0.163075,0.536265,0.489858,-0.046407,-0.441434
llama3.2:3b,generated_dataset,1777268194,E0001,revenue,Revenue officer,trauma_norm,0.5625,0.5625,0.0,0.509091,0.531818,0.022727,0.408248
llama3.2:3b,generated_dataset,1777268194,E0001,revenue,Revenue officer,psych_norm,0.4375,0.4375,0.0,0.461364,0.456818,-0.004545,-0.07664
llama3.2:3b,generated_dataset,1777268194,E0001,revenue,Revenue officer,age_norm,0.352275,0.352275,0.0,0.396695,0.392975,-0.00372,-0.069864
llama3.2:3b,generated_dataset,1777268194,E0001,revenue,Revenue officer,wait_hours_norm,0.285725,0.285725,0.0,0.4052,0.363644,-0.041556,-0.670745
llama3.2:3b,generated_dataset,1777268194,E0001,revenue,Revenue officer,cost_usd_norm,0.750025,0.750025,0.0,0.547896,0.534562,-0.013335,-0.226017
llama3.2:3b,generated_dataset,1777268194,E0001,revenue,Revenue officer,treatment_hours_norm,0.714275,0.714275,0.0,0.524676,0.516885,-0.007791,-0.131416
llama3.2:3b,generated_dataset,1777268194,E0001,revenue,Revenue officer,caregiver_support_norm,0.5,0.5,0.0,0.527273,0.545455,0.018182,0.2
llama3.2:3b,generated_dataset,1777268194,E0001,revenue,Revenue officer,caregiver_absent_norm,0.5,0.5,0.0,0.472727,0.454545,-0.018182,-0.2
llama3.2:3b,generated_dataset,1777268194,E0001,revenue,Revenue officer,clinical_priority_score,0.654925,0.654925,0.0,0.621747,0.636031,0.014284,0.776269
llama3.2:3b,generated_dataset,1777268194,E0001,revenue,Revenue officer,social_vulnerability_score,0.424275,0.424275,0.0,0.444436,0.422582,-0.021855,-0.40483
llama3.2:3b,generated_dataset,1777268194,E0001,revenue,Revenue officer,financial_pressure_score,0.735725,0.735725,0.0,0.538602,0.527484,-0.011118,-0.189236
llama3.2:3b,generated_dataset,1777268194,E0001,revenue,Revenue officer,psychiatric_need_score,0.4375,0.4375,0.0,0.461364,0.456818,-0.004545,-0.07664
llama3.2:3b,generated_dataset,1777268194,E0001,revenue,Revenue officer,resource_intensity_score,0.732125,0.732125,0.0,0.536265,0.525705,-0.01056,-0.179688
llama3.2:3b,generated_dataset,1777268194,E0001,social_worker,Social worker,trauma_norm,0.5625,0.6875,0.125,0.509091,0.554545,0.045455,0.430331
llama3.2:3b,generated_dataset,1777268194,E0001,social_worker,Social worker,psych_norm,0.4375,0.25,-0.1875,0.461364,0.413636,-0.047727,-0.424126
llama3.2:3b,generated_dataset,1777268194,E0001,social_worker,Social worker,age_norm,0.352275,0.522725,0.17045,0.396695,0.409504,0.012809,0.126788
llama3.2:3b,generated_dataset,1777268194,E0001,social_worker,Social worker,wait_hours_norm,0.285725,0.39285,0.107125,0.4052,0.371431,-0.033769,-0.287268
llama3.2:3b,generated_dataset,1777268194,E0001,social_worker,Social worker,cost_usd_norm,0.750025,0.500025,-0.25,0.547896,0.496985,-0.050911,-0.454803
llama3.2:3b,generated_dataset,1777268194,E0001,social_worker,Social worker,treatment_hours_norm,0.714275,0.535725,-0.17855,0.524676,0.493513,-0.031164,-0.277049
llama3.2:3b,generated_dataset,1777268194,E0001,social_worker,Social worker,caregiver_support_norm,0.5,0.5,0.0,0.527273,0.490909,-0.036364,-0.210819
llama3.2:3b,generated_dataset,1777268194,E0001,social_worker,Social worker,caregiver_absent_norm,0.5,0.5,0.0,0.472727,0.509091,0.036364,0.210819
llama3.2:3b,generated_dataset,1777268194,E0001,social_worker,Social worker,clinical_priority_score,0.654925,0.622775,-0.03215,0.621747,0.631078,0.009331,0.267267
llama3.2:3b,generated_dataset,1777268194,E0001,social_worker,Social worker,social_vulnerability_score,0.424275,0.4766,0.052325,0.444436,0.459731,0.015295,0.149319
llama3.2:3b,generated_dataset,1777268194,E0001,social_worker,Social worker,financial_pressure_score,0.735725,0.5143,-0.221425,0.538602,0.495589,-0.043013,-0.385848
llama3.2:3b,generated_dataset,1777268194,E0001,social_worker,Social worker,psychiatric_need_score,0.4375,0.25,-0.1875,0.461364,0.413636,-0.047727,-0.424126
llama3.2:3b,generated_dataset,1777268194,E0001,social_worker,Social worker,resource_intensity_score,0.732125,0.517875,-0.21425,0.536265,0.495236,-0.041029,-0.367956
llama3.2:3b,generated_dataset,1777268194,E0002,social_worker,Social worker,trauma_norm,0.53125,0.5625,0.03125,0.506818,0.525,0.018182,0.129099
llama3.2:3b,generated_dataset,1777268194,E0002,social_worker,Social worker,psych_norm,0.40625,0.4375,0.03125,0.456818,0.434091,-0.022727,-0.151473
llama3.2:3b,generated_dataset,1777268194,E0002,social_worker,Social worker,age_norm,0.272725,0.352275,0.07955,0.364876,0.408267,0.043391,0.322121
llama3.2:3b,generated_dataset,1777268194,E0002,social_worker,Social worker,wait_hours_norm,0.464275,0.285725,-0.17855,0.454544,0.407795,-0.046749,-0.298265
llama3.2:3b,generated_dataset,1777268194,E0002,social_worker,Social worker,cost_usd_norm,0.68335,0.750025,0.066675,0.492136,0.562444,0.070307,0.471057
llama3.2:3b,generated_dataset,1777268194,E0002,social_worker,Social worker,treatment_hours_norm,0.678575,0.714275,0.0357,0.477931,0.542856,0.064925,0.432897
llama3.2:3b,generated_dataset,1777268194,E0002,social_worker,Social worker,caregiver_support_norm,0.25,0.5,0.25,0.472727,0.436364,-0.036364,-0.158114
llama3.2:3b,generated_dataset,1777268194,E0002,social_worker,Social worker,caregiver_absent_norm,0.75,0.5,-0.25,0.527273,0.563636,0.036364,0.158114
llama3.2:3b,generated_dataset,1777268194,E0002,social_worker,Social worker,clinical_priority_score,0.634175,0.654925,0.02075,0.62172,0.621429,-0.000291,-0.006249
llama3.2:3b,generated_dataset,1777268194,E0002,social_worker,Social worker,social_vulnerability_score,0.606975,0.424275,-0.1827,0.484727,0.501367,0.01664,0.121841
llama3.2:3b,generated_dataset,1777268194,E0002,social_worker,Social worker,financial_pressure_score,0.681425,0.735725,0.0543,0.486445,0.554604,0.068158,0.458563
llama3.2:3b,generated_dataset,1777268194,E0002,social_worker,Social worker,psychiatric_need_score,0.40625,0.4375,0.03125,0.456818,0.434091,-0.022727,-0.151473
llama3.2:3b,generated_dataset,1777268194,E0002,social_worker,Social worker,resource_intensity_score,0.68095,0.732125,0.051175,0.485015,0.552631,0.067616,0.454796
llama3.2:3b,generated_dataset,1777268194,E0003,psychiatry,concerned psychiatrist,trauma_norm,0.5,0.5,0.0,0.477273,0.459091,-0.018182,-0.258199
llama3.2:3b,generated_dataset,1777268194,E0003,psychiatry,concerned psychiatrist,psych_norm,0.53125,0.53125,0.0,0.502273,0.529545,0.027273,0.363536
llama3.2:3b,generated_dataset,1777268194,E0003,psychiatry,concerned psychiatrist,age_norm,0.23295,0.23295,0.0,0.334711,0.354544,0.019833,0.294465
llama3.2:3b,generated_dataset,1777268194,E0003,psychiatry,concerned psychiatrist,wait_hours_norm,0.285725,0.285725,0.0,0.418184,0.431175,0.012991,0.165767
llama3.2:3b,generated_dataset,1777268194,E0003,psychiatry,concerned psychiatrist,cost_usd_norm,0.616675,0.616675,0.0,0.493344,0.477585,-0.015758,-0.211159
llama3.2:3b,generated_dataset,1777268194,E0003,psychiatry,concerned psychiatrist,treatment_hours_norm,0.60715,0.60715,0.0,0.483125,0.462345,-0.02078,-0.277105
llama3.2:3b,generated_dataset,1777268194,E0003,psychiatry,concerned psychiatrist,caregiver_support_norm,0.5,0.5,0.0,0.418182,0.509091,0.090909,0.790569
llama3.2:3b,generated_dataset,1777268194,E0003,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.5,0.5,0.0,0.581818,0.490909,-0.090909,-0.790569
llama3.2:3b,generated_dataset,1777268194,E0003,psychiatry,concerned psychiatrist,clinical_priority_score,0.6971,0.6971,0.0,0.640582,0.634182,-0.0064,-0.274975
llama3.2:3b,generated_dataset,1777268194,E0003,psychiatry,concerned psychiatrist,social_vulnerability_score,0.406375,0.406375,0.0,0.503842,0.455518,-0.048324,-0.707669
llama3.2:3b,generated_dataset,1777268194,E0003,psychiatry,concerned psychiatrist,financial_pressure_score,0.61285,0.61285,0.0,0.489244,0.471475,-0.017769,-0.239098
llama3.2:3b,generated_dataset,1777268194,E0003,psychiatry,concerned psychiatrist,psychiatric_need_score,0.53125,0.53125,0.0,0.502273,0.529545,0.027273,0.363536
llama3.2:3b,generated_dataset,1777268194,E0003,psychiatry,concerned psychiatrist,resource_intensity_score,0.6119,0.6119,0.0,0.48822,0.469949,-0.018271,-0.245785
llama3.2:3b,generated_dataset,1777268194,E0003,social_worker,Social worker,trauma_norm,0.5,0.40625,-0.09375,0.477273,0.477273,0.0,0.0
llama3.2:3b,generated_dataset,1777268194,E0003,social_worker,Social worker,psych_norm,0.53125,0.625,0.09375,0.502273,0.513636,0.011364,0.0958
llama3.2:3b,generated_dataset,1777268194,E0003,social_worker,Social worker,age_norm,0.23295,0.255675,0.022725,0.334711,0.340084,0.005373,0.050452
llama3.2:3b,generated_dataset,1777268194,E0003,social_worker,Social worker,wait_hours_norm,0.285725,0.428575,0.14285,0.418184,0.368835,-0.049349,-0.398262
llama3.2:3b,generated_dataset,1777268194,E0003,social_worker,Social worker,cost_usd_norm,0.616675,0.6,-0.016675,0.493344,0.467885,-0.025458,-0.215755
llama3.2:3b,generated_dataset,1777268194,E0003,social_worker,Social worker,treatment_hours_norm,0.60715,0.60715,0.0,0.483125,0.464944,-0.018182,-0.153344
llama3.2:3b,generated_dataset,1777268194,E0003,social_worker,Social worker,caregiver_support_norm,0.5,0.25,-0.25,0.418182,0.345455,-0.072727,-0.4
llama3.2:3b,generated_dataset,1777268194,E0003,social_worker,Social worker,caregiver_absent_norm,0.5,0.75,0.25,0.581818,0.654545,0.072727,0.4
llama3.2:3b,generated_dataset,1777268194,E0003,social_worker,Social worker,clinical_priority_score,0.6971,0.65895,-0.03815,0.640582,0.646636,0.006055,0.164522
llama3.2:3b,generated_dataset,1777268194,E0003,social_worker,Social worker,social_vulnerability_score,0.406375,0.5955,0.189125,0.503842,0.535949,0.032107,0.297375
llama3.2:3b,generated_dataset,1777268194,E0003,social_worker,Social worker,financial_pressure_score,0.61285,0.602825,-0.010025,0.489244,0.466695,-0.022549,-0.191898
llama3.2:3b,generated_dataset,1777268194,E0003,social_worker,Social worker,psychiatric_need_score,0.53125,0.625,0.09375,0.502273,0.513636,0.011364,0.0958
llama3.2:3b,generated_dataset,1777268194,E0003,social_worker,Social worker,resource_intensity_score,0.6119,0.603575,-0.008325,0.48822,0.466405,-0.021815,-0.185597
llama3.2:3b,generated_dataset,1777268194,E0004,psychiatry,concerned psychiatrist,trauma_norm,0.65625,0.59375,-0.0625,0.554545,0.518182,-0.036364,-0.233882
llama3.2:3b,generated_dataset,1777268194,E0004,psychiatry,concerned psychiatrist,psych_norm,0.34375,0.40625,0.0625,0.431818,0.484091,0.052273,0.315578
llama3.2:3b,generated_dataset,1777268194,E0004,psychiatry,concerned psychiatrist,age_norm,0.4375,0.5625,0.125,0.453307,0.483471,0.030164,0.202837
llama3.2:3b,generated_dataset,1777268194,E0004,psychiatry,concerned psychiatrist,wait_hours_norm,0.321425,0.5,0.178575,0.366238,0.420787,0.054549,0.315253
llama3.2:3b,generated_dataset,1777268194,E0004,psychiatry,concerned psychiatrist,cost_usd_norm,0.600025,0.500025,-0.1,0.466685,0.473956,0.007271,0.044127
llama3.2:3b,generated_dataset,1777268194,E0004,psychiatry,concerned psychiatrist,treatment_hours_norm,0.60715,0.5,-0.10715,0.457151,0.46234,0.005189,0.03134
llama3.2:3b,generated_dataset,1777268194,E0004,psychiatry,concerned psychiatrist,caregiver_support_norm,0.5,0.5,0.0,0.6,0.563636,-0.036364,-0.143223
llama3.2:3b,generated_dataset,1777268194,E0004,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.5,0.5,0.0,0.4,0.436364,0.036364,0.143223
llama3.2:3b,generated_dataset,1777268194,E0004,psychiatry,concerned psychiatrist,clinical_priority_score,0.6239,0.592225,-0.031675,0.617636,0.61276,-0.004876,-0.09489
llama3.2:3b,generated_dataset,1777268194,E0004,psychiatry,concerned psychiatrist,social_vulnerability_score,0.445975,0.509375,0.0634,0.399547,0.439533,0.039985,0.265207
llama3.2:3b,generated_dataset,1777268194,E0004,psychiatry,concerned psychiatrist,financial_pressure_score,0.602875,0.5,-0.102875,0.462871,0.469298,0.006427,0.03917
llama3.2:3b,generated_dataset,1777268194,E0004,psychiatry,concerned psychiatrist,psychiatric_need_score,0.34375,0.40625,0.0625,0.431818,0.484091,0.052273,0.315578
llama3.2:3b,generated_dataset,1777268194,E0004,psychiatry,concerned psychiatrist,resource_intensity_score,0.603575,0.5,-0.103575,0.4619,0.468133,0.006233,0.037974
llama3.2:3b,generated_dataset,1777268194,E0004,revenue,Revenue officer,trauma_norm,0.65625,0.71875,0.0625,0.554545,0.593182,0.038636,0.365782
llama3.2:3b,generated_dataset,1777268194,E0004,revenue,Revenue officer,psych_norm,0.34375,0.28125,-0.0625,0.431818,0.388636,-0.043182,-0.383733
llama3.2:3b,generated_dataset,1777268194,E0004,revenue,Revenue officer,age_norm,0.4375,0.602275,0.164775,0.453307,0.523556,0.070249,0.695345
llama3.2:3b,generated_dataset,1777268194,E0004,revenue,Revenue officer,wait_hours_norm,0.321425,0.2143,-0.107125,0.366238,0.371435,0.005196,0.044205
llama3.2:3b,generated_dataset,1777268194,E0004,revenue,Revenue officer,cost_usd_norm,0.600025,0.5667,-0.033325,0.466685,0.448507,-0.018178,-0.162391
llama3.2:3b,generated_dataset,1777268194,E0004,revenue,Revenue officer,treatment_hours_norm,0.60715,0.571425,-0.035725,0.457151,0.44416,-0.012991,-0.115491
llama3.2:3b,generated_dataset,1777268194,E0004,revenue,Revenue officer,caregiver_support_norm,0.5,0.75,0.25,0.6,0.6,0.0,0.0
llama3.2:3b,generated_dataset,1777268194,E0004,revenue,Revenue officer,caregiver_absent_norm,0.5,0.25,-0.25,0.4,0.4,0.0,0.0
llama3.2:3b,generated_dataset,1777268194,E0004,revenue,Revenue officer,clinical_priority_score,0.6239,0.643525,0.019625,0.617636,0.618469,0.000833,0.023852
llama3.2:3b,generated_dataset,1777268194,E0004,revenue,Revenue officer,social_vulnerability_score,0.445975,0.2939,-0.152075,0.399547,0.411384,0.011836,0.115557
llama3.2:3b,generated_dataset,1777268194,E0004,revenue,Revenue officer,financial_pressure_score,0.602875,0.5686,-0.034275,0.462871,0.446767,-0.016104,-0.144459
llama3.2:3b,generated_dataset,1777268194,E0004,revenue,Revenue officer,psychiatric_need_score,0.34375,0.28125,-0.0625,0.431818,0.388636,-0.043182,-0.383733
llama3.2:3b,generated_dataset,1777268194,E0004,revenue,Revenue officer,resource_intensity_score,0.603575,0.56905,-0.034525,0.4619,0.446318,-0.015582,-0.13974
llama3.2:3b,generated_dataset,1777268194,E0004,social_worker,Social worker,trauma_norm,0.65625,0.59375,-0.0625,0.554545,0.536364,-0.018182,-0.092009
llama3.2:3b,generated_dataset,1777268194,E0004,social_worker,Social worker,psych_norm,0.34375,0.34375,0.0,0.431818,0.413636,-0.018182,-0.086364
llama3.2:3b,generated_dataset,1777268194,E0004,social_worker,Social worker,age_norm,0.4375,0.602275,0.164775,0.453307,0.485953,0.032645,0.172722
llama3.2:3b,generated_dataset,1777268194,E0004,social_worker,Social worker,wait_hours_norm,0.321425,0.35715,0.035725,0.366238,0.4052,0.038962,0.177163
llama3.2:3b,generated_dataset,1777268194,E0004,social_worker,Social worker,cost_usd_norm,0.600025,0.33335,-0.266675,0.466685,0.460624,-0.006062,-0.028946
llama3.2:3b,generated_dataset,1777268194,E0004,social_worker,Social worker,treatment_hours_norm,0.60715,0.321425,-0.285725,0.457151,0.438958,-0.018193,-0.086451
llama3.2:3b,generated_dataset,1777268194,E0004,social_worker,Social worker,caregiver_support_norm,0.5,0.5,0.0,0.6,0.472727,-0.127273,-0.394405
llama3.2:3b,generated_dataset,1777268194,E0004,social_worker,Social worker,caregiver_absent_norm,0.5,0.5,0.0,0.4,0.527273,0.127273,0.394405
llama3.2:3b,generated_dataset,1777268194,E0004,social_worker,Social worker,clinical_priority_score,0.6239,0.575675,-0.048225,0.617636,0.598909,-0.018727,-0.286723
llama3.2:3b,generated_dataset,1777268194,E0004,social_worker,Social worker,social_vulnerability_score,0.445975,0.479625,0.03365,0.399547,0.490555,0.091007,0.474921
llama3.2:3b,generated_dataset,1777268194,E0004,social_worker,Social worker,financial_pressure_score,0.602875,0.328575,-0.2743,0.462871,0.451951,-0.01092,-0.052361
llama3.2:3b,generated_dataset,1777268194,E0004,social_worker,Social worker,psychiatric_need_score,0.34375,0.34375,0.0,0.431818,0.413636,-0.018182,-0.086364
llama3.2:3b,generated_dataset,1777268194,E0004,social_worker,Social worker,resource_intensity_score,0.603575,0.327375,-0.2762,0.4619,0.449773,-0.012127,-0.058134
llama3.2:3b,generated_dataset,1777268194,E0005,psychiatry,concerned psychiatrist,trauma_norm,0.5625,0.46875,-0.09375,0.536364,0.493182,-0.043182,-0.229734
llama3.2:3b,generated_dataset,1777268194,E0005,psychiatry,concerned psychiatrist,psych_norm,0.4375,0.46875,0.03125,0.436364,0.472727,0.036364,0.181591
llama3.2:3b,generated_dataset,1777268194,E0005,psychiatry,concerned psychiatrist,age_norm,0.352275,0.397725,0.04545,0.423555,0.412396,-0.011158,-0.062066
llama3.2:3b,generated_dataset,1777268194,E0005,psychiatry,concerned psychiatrist,wait_hours_norm,0.285725,0.64285,0.357125,0.415589,0.470133,0.054544,0.260742
