model,task,run_id,episode_id,condition_id,persona,property,baseline_topk_mean,persona_topk_mean,topk_mean_delta,baseline_positional_mean,persona_positional_mean,positional_mean_delta,rank_shift_property_corr
llama3.2:3b,generated_dataset,1777268374,E0004,revenue,Revenue officer,cost_usd_norm,0.33335,0.6,0.26665,0.423044,0.444856,0.021813,0.134112
llama3.2:3b,generated_dataset,1777268374,E0004,revenue,Revenue officer,treatment_hours_norm,0.35715,0.60715,0.25,0.415591,0.438969,0.023378,0.143042
llama3.2:3b,generated_dataset,1777268374,E0004,revenue,Revenue officer,caregiver_support_norm,0.25,0.25,0.0,0.327273,0.381818,0.054545,0.217643
llama3.2:3b,generated_dataset,1777268374,E0004,revenue,Revenue officer,caregiver_absent_norm,0.75,0.75,0.0,0.672727,0.618182,-0.054545,-0.217643
llama3.2:3b,generated_dataset,1777268374,E0004,revenue,Revenue officer,clinical_priority_score,0.626375,0.65895,0.032575,0.619653,0.637956,0.018304,0.360831
llama3.2:3b,generated_dataset,1777268374,E0004,revenue,Revenue officer,social_vulnerability_score,0.641075,0.5955,-0.045575,0.577155,0.533898,-0.043256,-0.290652
llama3.2:3b,generated_dataset,1777268374,E0004,revenue,Revenue officer,financial_pressure_score,0.34285,0.602825,0.259975,0.420051,0.442484,0.022433,0.138499
llama3.2:3b,generated_dataset,1777268374,E0004,revenue,Revenue officer,psychiatric_need_score,0.25,0.625,0.375,0.429545,0.515909,0.086364,0.528206
llama3.2:3b,generated_dataset,1777268374,E0004,revenue,Revenue officer,resource_intensity_score,0.34525,0.603575,0.258325,0.419304,0.441902,0.022598,0.139483
llama3.2:3b,generated_dataset,1777268374,E0004,social_worker,Social worker,trauma_norm,0.6875,0.5625,-0.125,0.529545,0.513636,-0.015909,-0.079876
llama3.2:3b,generated_dataset,1777268374,E0004,social_worker,Social worker,psych_norm,0.25,0.46875,0.21875,0.429545,0.472727,0.043182,0.203505
llama3.2:3b,generated_dataset,1777268374,E0004,social_worker,Social worker,age_norm,0.5,0.505675,0.005675,0.407855,0.39752,-0.010335,-0.05425
llama3.2:3b,generated_dataset,1777268374,E0004,social_worker,Social worker,wait_hours_norm,0.464275,0.35715,-0.107125,0.449347,0.376627,-0.07272,-0.328072
llama3.2:3b,generated_dataset,1777268374,E0004,social_worker,Social worker,cost_usd_norm,0.33335,0.416675,0.083325,0.423044,0.43516,0.012116,0.057403
llama3.2:3b,generated_dataset,1777268374,E0004,social_worker,Social worker,treatment_hours_norm,0.35715,0.4643,0.10715,0.415591,0.441567,0.025976,0.122471
llama3.2:3b,generated_dataset,1777268374,E0004,social_worker,Social worker,caregiver_support_norm,0.25,0.5,0.25,0.327273,0.4,0.072727,0.223607
llama3.2:3b,generated_dataset,1777268374,E0004,social_worker,Social worker,caregiver_absent_norm,0.75,0.5,-0.25,0.672727,0.6,-0.072727,-0.223607
llama3.2:3b,generated_dataset,1777268374,E0004,social_worker,Social worker,clinical_priority_score,0.626375,0.64755,0.021175,0.619653,0.642705,0.023053,0.350179
llama3.2:3b,generated_dataset,1777268374,E0004,social_worker,Social worker,social_vulnerability_score,0.641075,0.465125,-0.17595,0.577155,0.513782,-0.063373,-0.328116
llama3.2:3b,generated_dataset,1777268374,E0004,social_worker,Social worker,financial_pressure_score,0.34285,0.4357,0.09285,0.420051,0.437707,0.017656,0.083998
llama3.2:3b,generated_dataset,1777268374,E0004,social_worker,Social worker,psychiatric_need_score,0.25,0.46875,0.21875,0.429545,0.472727,0.043182,0.203505
llama3.2:3b,generated_dataset,1777268374,E0004,social_worker,Social worker,resource_intensity_score,0.34525,0.4405,0.09525,0.419304,0.438358,0.019055,0.090625
llama3.2:3b,generated_dataset,1777268374,E0005,psychiatry,concerned psychiatrist,trauma_norm,0.46875,0.46875,0.0,0.488636,0.475,-0.013636,-0.141421
llama3.2:3b,generated_dataset,1777268374,E0005,psychiatry,concerned psychiatrist,psych_norm,0.46875,0.46875,0.0,0.477273,0.5,0.022727,0.221241
llama3.2:3b,generated_dataset,1777268374,E0005,psychiatry,concerned psychiatrist,age_norm,0.397725,0.397725,0.0,0.421075,0.367356,-0.053718,-0.582467
llama3.2:3b,generated_dataset,1777268374,E0005,psychiatry,concerned psychiatrist,wait_hours_norm,0.64285,0.64285,0.0,0.485716,0.464935,-0.020782,-0.193661
llama3.2:3b,generated_dataset,1777268374,E0005,psychiatry,concerned psychiatrist,cost_usd_norm,0.58335,0.58335,0.0,0.447285,0.467889,0.020604,0.201626
llama3.2:3b,generated_dataset,1777268374,E0005,psychiatry,concerned psychiatrist,treatment_hours_norm,0.571425,0.571425,0.0,0.438965,0.457149,0.018184,0.177084
llama3.2:3b,generated_dataset,1777268374,E0005,psychiatry,concerned psychiatrist,caregiver_support_norm,0.25,0.25,0.0,0.418182,0.345455,-0.072727,-0.46188
llama3.2:3b,generated_dataset,1777268374,E0005,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.75,0.75,0.0,0.581818,0.654545,0.072727,0.46188
llama3.2:3b,generated_dataset,1777268374,E0005,psychiatry,concerned psychiatrist,clinical_priority_score,0.6025,0.6025,0.0,0.623171,0.624862,0.001691,0.053056
llama3.2:3b,generated_dataset,1777268374,E0005,psychiatry,concerned psychiatrist,social_vulnerability_score,0.670375,0.670375,0.0,0.53368,0.564067,0.030387,0.324984
llama3.2:3b,generated_dataset,1777268374,E0005,psychiatry,concerned psychiatrist,financial_pressure_score,0.57855,0.57855,0.0,0.44394,0.463576,0.019636,0.192962
llama3.2:3b,generated_dataset,1777268374,E0005,psychiatry,concerned psychiatrist,psychiatric_need_score,0.46875,0.46875,0.0,0.477273,0.5,0.022727,0.221241
llama3.2:3b,generated_dataset,1777268374,E0005,psychiatry,concerned psychiatrist,resource_intensity_score,0.577375,0.577375,0.0,0.443113,0.462505,0.019393,0.190517
llama3.2:3b,generated_dataset,1777268374,E0005,revenue,Revenue officer,trauma_norm,0.46875,0.5,0.03125,0.488636,0.5,0.011364,0.074044
llama3.2:3b,generated_dataset,1777268374,E0005,revenue,Revenue officer,psych_norm,0.46875,0.4375,-0.03125,0.477273,0.470455,-0.006818,-0.0417
llama3.2:3b,generated_dataset,1777268374,E0005,revenue,Revenue officer,age_norm,0.397725,0.460225,0.0625,0.421075,0.385951,-0.035124,-0.239278
llama3.2:3b,generated_dataset,1777268374,E0005,revenue,Revenue officer,wait_hours_norm,0.64285,0.5,-0.14285,0.485716,0.392211,-0.093505,-0.547457
llama3.2:3b,generated_dataset,1777268374,E0005,revenue,Revenue officer,cost_usd_norm,0.58335,0.63335,0.05,0.447285,0.493344,0.046058,0.283181
llama3.2:3b,generated_dataset,1777268374,E0005,revenue,Revenue officer,treatment_hours_norm,0.571425,0.64285,0.071425,0.438965,0.490913,0.051947,0.317845
llama3.2:3b,generated_dataset,1777268374,E0005,revenue,Revenue officer,caregiver_support_norm,0.25,0.25,0.0,0.418182,0.345455,-0.072727,-0.290191
llama3.2:3b,generated_dataset,1777268374,E0005,revenue,Revenue officer,caregiver_absent_norm,0.75,0.75,0.0,0.581818,0.654545,0.072727,0.290191
llama3.2:3b,generated_dataset,1777268374,E0005,revenue,Revenue officer,clinical_priority_score,0.6025,0.61565,0.01315,0.623171,0.636784,0.013613,0.268356
llama3.2:3b,generated_dataset,1777268374,E0005,revenue,Revenue officer,social_vulnerability_score,0.670375,0.644025,-0.02635,0.53368,0.548671,0.014991,0.100728
llama3.2:3b,generated_dataset,1777268374,E0005,revenue,Revenue officer,financial_pressure_score,0.57855,0.637125,0.058575,0.44394,0.492356,0.048416,0.298921
llama3.2:3b,generated_dataset,1777268374,E0005,revenue,Revenue officer,psychiatric_need_score,0.46875,0.4375,-0.03125,0.477273,0.470455,-0.006818,-0.0417
llama3.2:3b,generated_dataset,1777268374,E0005,revenue,Revenue officer,resource_intensity_score,0.577375,0.6381,0.060725,0.443113,0.49212,0.049007,0.302488
llama3.2:3b,generated_dataset,1777268374,E0005,social_worker,Social worker,trauma_norm,0.46875,0.5,0.03125,0.488636,0.495455,0.006818,0.040825
llama3.2:3b,generated_dataset,1777268374,E0005,social_worker,Social worker,psych_norm,0.46875,0.5,0.03125,0.477273,0.468182,-0.009091,-0.051093
llama3.2:3b,generated_dataset,1777268374,E0005,social_worker,Social worker,age_norm,0.397725,0.477275,0.07955,0.421075,0.422731,0.001656,0.010369
llama3.2:3b,generated_dataset,1777268374,E0005,social_worker,Social worker,wait_hours_norm,0.64285,0.4643,-0.17855,0.485716,0.457145,-0.028571,-0.153717
llama3.2:3b,generated_dataset,1777268374,E0005,social_worker,Social worker,cost_usd_norm,0.58335,0.650025,0.066675,0.447285,0.539413,0.092127,0.520512
llama3.2:3b,generated_dataset,1777268374,E0005,social_worker,Social worker,treatment_hours_norm,0.571425,0.607125,0.0357,0.438965,0.514284,0.075318,0.423485
llama3.2:3b,generated_dataset,1777268374,E0005,social_worker,Social worker,caregiver_support_norm,0.25,0.5,0.25,0.418182,0.418182,0.0,0.0
llama3.2:3b,generated_dataset,1777268374,E0005,social_worker,Social worker,caregiver_absent_norm,0.75,0.5,-0.25,0.581818,0.581818,0.0,0.0
llama3.2:3b,generated_dataset,1777268374,E0005,social_worker,Social worker,clinical_priority_score,0.6025,0.62325,0.02075,0.623171,0.6122,-0.010971,-0.198744
llama3.2:3b,generated_dataset,1777268374,E0005,social_worker,Social worker,social_vulnerability_score,0.670375,0.487675,-0.1827,0.53368,0.526787,-0.006893,-0.04256
llama3.2:3b,generated_dataset,1777268374,E0005,social_worker,Social worker,financial_pressure_score,0.57855,0.63285,0.0543,0.44394,0.529353,0.085413,0.484588
llama3.2:3b,generated_dataset,1777268374,E0005,social_worker,Social worker,psychiatric_need_score,0.46875,0.5,0.03125,0.477273,0.468182,-0.009091,-0.051093
llama3.2:3b,generated_dataset,1777268374,E0005,social_worker,Social worker,resource_intensity_score,0.577375,0.62855,0.051175,0.443113,0.526827,0.083715,0.474826
qwen2.5:7b,generated_dataset,1777267369,E0001,psychiatry,concerned psychiatrist,trauma_norm,0.4375,0.40625,-0.03125,0.456818,0.461364,0.004545,0.057735
qwen2.5:7b,generated_dataset,1777267369,E0001,psychiatry,concerned psychiatrist,psych_norm,0.59375,0.53125,-0.0625,0.525,0.509091,-0.015909,-0.189675
qwen2.5:7b,generated_dataset,1777267369,E0001,psychiatry,concerned psychiatrist,age_norm,0.35795,0.3466,-0.01135,0.409093,0.426451,0.017358,0.230515
qwen2.5:7b,generated_dataset,1777267369,E0001,psychiatry,concerned psychiatrist,wait_hours_norm,0.4643,0.571425,0.107125,0.457149,0.449356,-0.007793,-0.088939
qwen2.5:7b,generated_dataset,1777267369,E0001,psychiatry,concerned psychiatrist,cost_usd_norm,0.516675,0.53335,0.016675,0.467891,0.4885,0.020609,0.247006
qwen2.5:7b,generated_dataset,1777267369,E0001,psychiatry,concerned psychiatrist,treatment_hours_norm,0.5,0.5,0.0,0.451951,0.467533,0.015582,0.18585
qwen2.5:7b,generated_dataset,1777267369,E0001,psychiatry,concerned psychiatrist,caregiver_support_norm,0.5,0.25,-0.25,0.436364,0.418182,-0.018182,-0.141421
qwen2.5:7b,generated_dataset,1777267369,E0001,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.5,0.75,0.25,0.563636,0.581818,0.018182,0.141421
qwen2.5:7b,generated_dataset,1777267369,E0001,psychiatry,concerned psychiatrist,clinical_priority_score,0.665425,0.6208,-0.044625,0.628445,0.621353,-0.007093,-0.272566
qwen2.5:7b,generated_dataset,1777267369,E0001,psychiatry,concerned psychiatrist,social_vulnerability_score,0.469775,0.64485,0.175075,0.513833,0.525396,0.011564,0.151464
qwen2.5:7b,generated_dataset,1777267369,E0001,psychiatry,concerned psychiatrist,financial_pressure_score,0.509975,0.52,0.010025,0.4615,0.480104,0.018604,0.2239
qwen2.5:7b,generated_dataset,1777267369,E0001,psychiatry,concerned psychiatrist,psychiatric_need_score,0.59375,0.53125,-0.0625,0.525,0.509091,-0.015909,-0.189675
qwen2.5:7b,generated_dataset,1777267369,E0001,psychiatry,concerned psychiatrist,resource_intensity_score,0.508325,0.51665,0.008325,0.459905,0.477998,0.018093,0.217693
qwen2.5:7b,generated_dataset,1777267369,E0001,revenue,Revenue officer,trauma_norm,0.4375,0.5,0.0625,0.456818,0.481818,0.025,0.214087
qwen2.5:7b,generated_dataset,1777267369,E0001,revenue,Revenue officer,psych_norm,0.59375,0.5,-0.09375,0.525,0.484091,-0.040909,-0.328831
qwen2.5:7b,generated_dataset,1777267369,E0001,revenue,Revenue officer,age_norm,0.35795,0.477275,0.119325,0.409093,0.435955,0.026862,0.240503
qwen2.5:7b,generated_dataset,1777267369,E0001,revenue,Revenue officer,wait_hours_norm,0.4643,0.4643,0.0,0.457149,0.462342,0.005193,0.039957
qwen2.5:7b,generated_dataset,1777267369,E0001,revenue,Revenue officer,cost_usd_norm,0.516675,0.650025,0.13335,0.467891,0.506684,0.038793,0.313464
qwen2.5:7b,generated_dataset,1777267369,E0001,revenue,Revenue officer,treatment_hours_norm,0.5,0.607125,0.107125,0.451951,0.483115,0.031164,0.2506
qwen2.5:7b,generated_dataset,1777267369,E0001,revenue,Revenue officer,caregiver_support_norm,0.5,0.5,0.0,0.436364,0.4,-0.036364,-0.190693
qwen2.5:7b,generated_dataset,1777267369,E0001,revenue,Revenue officer,caregiver_absent_norm,0.5,0.5,0.0,0.563636,0.6,0.036364,0.190693
qwen2.5:7b,generated_dataset,1777267369,E0001,revenue,Revenue officer,clinical_priority_score,0.665425,0.62325,-0.042175,0.628445,0.614165,-0.01428,-0.369977
qwen2.5:7b,generated_dataset,1777267369,E0001,revenue,Revenue officer,social_vulnerability_score,0.469775,0.487675,0.0179,0.513833,0.54098,0.027147,0.239734
qwen2.5:7b,generated_dataset,1777267369,E0001,revenue,Revenue officer,financial_pressure_score,0.509975,0.63285,0.122875,0.4615,0.497245,0.035745,0.290045
qwen2.5:7b,generated_dataset,1777267369,E0001,revenue,Revenue officer,psychiatric_need_score,0.59375,0.5,-0.09375,0.525,0.484091,-0.040909,-0.328831
qwen2.5:7b,generated_dataset,1777267369,E0001,revenue,Revenue officer,resource_intensity_score,0.508325,0.62855,0.120225,0.459905,0.49488,0.034975,0.283714
qwen2.5:7b,generated_dataset,1777267369,E0001,social_worker,Social worker,trauma_norm,0.4375,0.40625,-0.03125,0.456818,0.468182,0.011364,0.107583
qwen2.5:7b,generated_dataset,1777267369,E0001,social_worker,Social worker,psych_norm,0.59375,0.53125,-0.0625,0.525,0.484091,-0.040909,-0.363536
qwen2.5:7b,generated_dataset,1777267369,E0001,social_worker,Social worker,age_norm,0.35795,0.3466,-0.01135,0.409093,0.415707,0.006615,0.065473
qwen2.5:7b,generated_dataset,1777267369,E0001,social_worker,Social worker,wait_hours_norm,0.4643,0.571425,0.107125,0.457149,0.48052,0.023371,0.198813
qwen2.5:7b,generated_dataset,1777267369,E0001,social_worker,Social worker,cost_usd_norm,0.516675,0.53335,0.016675,0.467891,0.4885,0.020609,0.184107
qwen2.5:7b,generated_dataset,1777267369,E0001,social_worker,Social worker,treatment_hours_norm,0.5,0.5,0.0,0.451951,0.470131,0.01818,0.161623
qwen2.5:7b,generated_dataset,1777267369,E0001,social_worker,Social worker,caregiver_support_norm,0.5,0.25,-0.25,0.436364,0.345455,-0.090909,-0.527046
qwen2.5:7b,generated_dataset,1777267369,E0001,social_worker,Social worker,caregiver_absent_norm,0.5,0.75,0.25,0.563636,0.654545,0.090909,0.527046
qwen2.5:7b,generated_dataset,1777267369,E0001,social_worker,Social worker,clinical_priority_score,0.665425,0.6208,-0.044625,0.628445,0.613256,-0.015189,-0.435065
qwen2.5:7b,generated_dataset,1777267369,E0001,social_worker,Social worker,social_vulnerability_score,0.469775,0.64485,0.175075,0.513833,0.575213,0.06138,0.599247
qwen2.5:7b,generated_dataset,1777267369,E0001,social_worker,Social worker,financial_pressure_score,0.509975,0.52,0.010025,0.4615,0.481142,0.019642,0.176198
qwen2.5:7b,generated_dataset,1777267369,E0001,social_worker,Social worker,psychiatric_need_score,0.59375,0.53125,-0.0625,0.525,0.484091,-0.040909,-0.363536
qwen2.5:7b,generated_dataset,1777267369,E0001,social_worker,Social worker,resource_intensity_score,0.508325,0.51665,0.008325,0.459905,0.479298,0.019393,0.173917
qwen2.5:7b,generated_dataset,1777267369,E0002,psychiatry,concerned psychiatrist,trauma_norm,0.71875,0.5625,-0.15625,0.547727,0.55,0.002273,0.040825
qwen2.5:7b,generated_dataset,1777267369,E0002,psychiatry,concerned psychiatrist,psych_norm,0.28125,0.53125,0.25,0.443182,0.459091,0.015909,0.268241
qwen2.5:7b,generated_dataset,1777267369,E0002,psychiatry,concerned psychiatrist,age_norm,0.57955,0.522725,-0.056825,0.458682,0.471904,0.013222,0.248314
qwen2.5:7b,generated_dataset,1777267369,E0002,psychiatry,concerned psychiatrist,wait_hours_norm,0.285725,0.32145,0.035725,0.381824,0.355853,-0.025971,-0.419186
qwen2.5:7b,generated_dataset,1777267369,E0002,psychiatry,concerned psychiatrist,cost_usd_norm,0.400025,0.43335,0.033325,0.401227,0.400015,-0.001213,-0.020555
qwen2.5:7b,generated_dataset,1777267369,E0002,psychiatry,concerned psychiatrist,treatment_hours_norm,0.39285,0.428575,0.035725,0.389615,0.392213,0.002598,0.043826
qwen2.5:7b,generated_dataset,1777267369,E0002,psychiatry,concerned psychiatrist,caregiver_support_norm,0.5,0.75,0.25,0.454545,0.509091,0.054545,0.6
qwen2.5:7b,generated_dataset,1777267369,E0002,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.5,0.25,-0.25,0.545455,0.490909,-0.054545,-0.6
qwen2.5:7b,generated_dataset,1777267369,E0002,psychiatry,concerned psychiatrist,clinical_priority_score,0.647125,0.65515,0.008025,0.629453,0.633491,0.004038,0.219462
qwen2.5:7b,generated_dataset,1777267369,E0002,psychiatry,concerned psychiatrist,social_vulnerability_score,0.458375,0.308775,-0.1496,0.491535,0.454296,-0.037238,-0.689793
qwen2.5:7b,generated_dataset,1777267369,E0002,psychiatry,concerned psychiatrist,financial_pressure_score,0.39715,0.431425,0.034275,0.396575,0.396885,0.000311,0.005292
qwen2.5:7b,generated_dataset,1777267369,E0002,psychiatry,concerned psychiatrist,psychiatric_need_score,0.28125,0.53125,0.25,0.443182,0.459091,0.015909,0.268241
qwen2.5:7b,generated_dataset,1777267369,E0002,psychiatry,concerned psychiatrist,resource_intensity_score,0.396425,0.43095,0.034525,0.395405,0.3961,0.000695,0.011818
qwen2.5:7b,generated_dataset,1777267369,E0002,revenue,Revenue officer,trauma_norm,0.71875,0.71875,0.0,0.547727,0.547727,0.0,0.0
qwen2.5:7b,generated_dataset,1777267369,E0002,revenue,Revenue officer,psych_norm,0.28125,0.28125,0.0,0.443182,0.447727,0.004545,0.171373
qwen2.5:7b,generated_dataset,1777267369,E0002,revenue,Revenue officer,age_norm,0.57955,0.57955,0.0,0.458682,0.457029,-0.001653,-0.069406
qwen2.5:7b,generated_dataset,1777267369,E0002,revenue,Revenue officer,wait_hours_norm,0.285725,0.285725,0.0,0.381824,0.36624,-0.015584,-0.562436
qwen2.5:7b,generated_dataset,1777267369,E0002,revenue,Revenue officer,cost_usd_norm,0.400025,0.400025,0.0,0.401227,0.412136,0.010909,0.413463
qwen2.5:7b,generated_dataset,1777267369,E0002,revenue,Revenue officer,treatment_hours_norm,0.39285,0.39285,0.0,0.389615,0.400004,0.010389,0.391852
qwen2.5:7b,generated_dataset,1777267369,E0002,revenue,Revenue officer,caregiver_support_norm,0.5,0.5,0.0,0.454545,0.454545,0.0,0.0
qwen2.5:7b,generated_dataset,1777267369,E0002,revenue,Revenue officer,caregiver_absent_norm,0.5,0.5,0.0,0.545455,0.545455,0.0,0.0
qwen2.5:7b,generated_dataset,1777267369,E0002,revenue,Revenue officer,clinical_priority_score,0.647125,0.647125,0.0,0.629453,0.630491,0.001038,0.126163
qwen2.5:7b,generated_dataset,1777267369,E0002,revenue,Revenue officer,social_vulnerability_score,0.458375,0.458375,0.0,0.491535,0.487391,-0.004144,-0.171632
qwen2.5:7b,generated_dataset,1777267369,E0002,revenue,Revenue officer,financial_pressure_score,0.39715,0.39715,0.0,0.396575,0.407276,0.010702,0.407299
qwen2.5:7b,generated_dataset,1777267369,E0002,revenue,Revenue officer,psychiatric_need_score,0.28125,0.28125,0.0,0.443182,0.447727,0.004545,0.171373
qwen2.5:7b,generated_dataset,1777267369,E0002,revenue,Revenue officer,resource_intensity_score,0.396425,0.396425,0.0,0.395405,0.406055,0.010649,0.405184
qwen2.5:7b,generated_dataset,1777267369,E0002,social_worker,Social worker,trauma_norm,0.71875,0.5,-0.21875,0.547727,0.495455,-0.052273,-0.365494
qwen2.5:7b,generated_dataset,1777267369,E0002,social_worker,Social worker,psych_norm,0.28125,0.5,0.21875,0.443182,0.497727,0.054545,0.357986
qwen2.5:7b,generated_dataset,1777267369,E0002,social_worker,Social worker,age_norm,0.57955,0.477275,-0.102275,0.458682,0.428513,-0.030169,-0.220547
qwen2.5:7b,generated_dataset,1777267369,E0002,social_worker,Social worker,wait_hours_norm,0.285725,0.4643,0.178575,0.381824,0.423385,0.041562,0.261121
qwen2.5:7b,generated_dataset,1777267369,E0002,social_worker,Social worker,cost_usd_norm,0.400025,0.650025,0.25,0.401227,0.496984,0.095756,0.63177
qwen2.5:7b,generated_dataset,1777267369,E0002,social_worker,Social worker,treatment_hours_norm,0.39285,0.607125,0.214275,0.389615,0.47792,0.088305,0.579795
qwen2.5:7b,generated_dataset,1777267369,E0002,social_worker,Social worker,caregiver_support_norm,0.5,0.5,0.0,0.454545,0.454545,0.0,0.0
qwen2.5:7b,generated_dataset,1777267369,E0002,social_worker,Social worker,caregiver_absent_norm,0.5,0.5,0.0,0.545455,0.545455,0.0,0.0
qwen2.5:7b,generated_dataset,1777267369,E0002,social_worker,Social worker,clinical_priority_score,0.647125,0.62325,-0.023875,0.629453,0.629713,0.00026,0.0055
qwen2.5:7b,generated_dataset,1777267369,E0002,social_worker,Social worker,social_vulnerability_score,0.458375,0.487675,0.0293,0.491535,0.4974,0.005865,0.042292
qwen2.5:7b,generated_dataset,1777267369,E0002,social_worker,Social worker,financial_pressure_score,0.39715,0.63285,0.2357,0.396575,0.489342,0.092767,0.614602
qwen2.5:7b,generated_dataset,1777267369,E0002,social_worker,Social worker,psychiatric_need_score,0.28125,0.5,0.21875,0.443182,0.497727,0.054545,0.357986
qwen2.5:7b,generated_dataset,1777267369,E0002,social_worker,Social worker,resource_intensity_score,0.396425,0.62855,0.232125,0.395405,0.487436,0.092031,0.60956
qwen2.5:7b,generated_dataset,1777267369,E0003,psychiatry,concerned psychiatrist,trauma_norm,0.71875,0.59375,-0.125,0.620455,0.556818,-0.063636,-0.309965
qwen2.5:7b,generated_dataset,1777267369,E0003,psychiatry,concerned psychiatrist,psych_norm,0.3125,0.34375,0.03125,0.370455,0.402273,0.031818,0.145474
qwen2.5:7b,generated_dataset,1777267369,E0003,psychiatry,concerned psychiatrist,age_norm,0.335225,0.414775,0.07955,0.419009,0.40496,-0.014049,-0.071547
qwen2.5:7b,generated_dataset,1777267369,E0003,psychiatry,concerned psychiatrist,wait_hours_norm,0.10715,0.428575,0.321425,0.28312,0.423378,0.140258,0.613873
qwen2.5:7b,generated_dataset,1777267369,E0003,psychiatry,concerned psychiatrist,cost_usd_norm,0.366675,0.48335,0.116675,0.406075,0.469107,0.063033,0.289708
qwen2.5:7b,generated_dataset,1777267369,E0003,psychiatry,concerned psychiatrist,treatment_hours_norm,0.392875,0.464275,0.0714,0.412998,0.451949,0.038951,0.178159
qwen2.5:7b,generated_dataset,1777267369,E0003,psychiatry,concerned psychiatrist,caregiver_support_norm,0.5,0.25,-0.25,0.490909,0.418182,-0.072727,-0.21693
qwen2.5:7b,generated_dataset,1777267369,E0003,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.5,0.75,0.25,0.509091,0.581818,0.072727,0.21693
qwen2.5:7b,generated_dataset,1777267369,E0003,psychiatry,concerned psychiatrist,clinical_priority_score,0.720975,0.6574,-0.063575,0.65132,0.632667,-0.018653,-0.274882
qwen2.5:7b,generated_dataset,1777267369,E0003,psychiatry,concerned psychiatrist,social_vulnerability_score,0.377075,0.619375,0.2423,0.439084,0.515684,0.0766,0.38476
qwen2.5:7b,generated_dataset,1777267369,E0003,psychiatry,concerned psychiatrist,financial_pressure_score,0.37715,0.4757,0.09855,0.40884,0.462233,0.053393,0.246424
qwen2.5:7b,generated_dataset,1777267369,E0003,psychiatry,concerned psychiatrist,psychiatric_need_score,0.3125,0.34375,0.03125,0.370455,0.402273,0.031818,0.145474
qwen2.5:7b,generated_dataset,1777267369,E0003,psychiatry,concerned psychiatrist,resource_intensity_score,0.379775,0.4738,0.094025,0.409527,0.460511,0.050984,0.235243
qwen2.5:7b,generated_dataset,1777267369,E0003,revenue,Revenue officer,trauma_norm,0.71875,0.4375,-0.28125,0.620455,0.515909,-0.104545,-0.484883
qwen2.5:7b,generated_dataset,1777267369,E0003,revenue,Revenue officer,psych_norm,0.3125,0.59375,0.28125,0.370455,0.470455,0.1,0.435345
qwen2.5:7b,generated_dataset,1777267369,E0003,revenue,Revenue officer,age_norm,0.335225,0.35795,0.022725,0.419009,0.414875,-0.004135,-0.020049
qwen2.5:7b,generated_dataset,1777267369,E0003,revenue,Revenue officer,wait_hours_norm,0.10715,0.4643,0.35715,0.28312,0.438967,0.155847,0.649491
qwen2.5:7b,generated_dataset,1777267369,E0003,revenue,Revenue officer,cost_usd_norm,0.366675,0.516675,0.15,0.406075,0.484864,0.078789,0.344813
qwen2.5:7b,generated_dataset,1777267369,E0003,revenue,Revenue officer,treatment_hours_norm,0.392875,0.5,0.107125,0.412998,0.470133,0.057135,0.248836
qwen2.5:7b,generated_dataset,1777267369,E0003,revenue,Revenue officer,caregiver_support_norm,0.5,0.5,0.0,0.490909,0.527273,0.036364,0.10328
qwen2.5:7b,generated_dataset,1777267369,E0003,revenue,Revenue officer,caregiver_absent_norm,0.5,0.5,0.0,0.509091,0.472727,-0.036364,-0.10328
qwen2.5:7b,generated_dataset,1777267369,E0003,revenue,Revenue officer,clinical_priority_score,0.720975,0.665425,-0.05555,0.65132,0.632533,-0.018787,-0.263628
qwen2.5:7b,generated_dataset,1777267369,E0003,revenue,Revenue officer,social_vulnerability_score,0.377075,0.469775,0.0927,0.439084,0.455609,0.016525,0.079038
qwen2.5:7b,generated_dataset,1777267369,E0003,revenue,Revenue officer,financial_pressure_score,0.37715,0.509975,0.132825,0.40884,0.478956,0.070116,0.308138
qwen2.5:7b,generated_dataset,1777267369,E0003,revenue,Revenue officer,psychiatric_need_score,0.3125,0.59375,0.28125,0.370455,0.470455,0.1,0.435345
qwen2.5:7b,generated_dataset,1777267369,E0003,revenue,Revenue officer,resource_intensity_score,0.379775,0.508325,0.12855,0.409527,0.477482,0.067955,0.298557
qwen2.5:7b,generated_dataset,1777267369,E0003,social_worker,Social worker,trauma_norm,0.71875,0.5625,-0.15625,0.620455,0.55,-0.070455,-0.465233
qwen2.5:7b,generated_dataset,1777267369,E0003,social_worker,Social worker,psych_norm,0.3125,0.4375,0.125,0.370455,0.436364,0.065909,0.408516
qwen2.5:7b,generated_dataset,1777267369,E0003,social_worker,Social worker,age_norm,0.335225,0.352275,0.01705,0.419009,0.354547,-0.064462,-0.445038
qwen2.5:7b,generated_dataset,1777267369,E0003,social_worker,Social worker,wait_hours_norm,0.10715,0.285725,0.178575,0.28312,0.319485,0.036365,0.215771
qwen2.5:7b,generated_dataset,1777267369,E0003,social_worker,Social worker,cost_usd_norm,0.366675,0.750025,0.38335,0.406075,0.523651,0.117576,0.732601
